Name,Caliber,status,Height,position,weight,rank,homeTown,Speed(base),Strength(base),Agility(base),Acceleration(base),Jumping(base),Awareness(base),Stamina(base),Injury(base),"Break Tackle(rushing)",Trucking(rushing),Elusiveness(rushing),"Stiff Arm(rushing)","Spin Move(rushing)","Juke Move(rushing)",Carrying(rushing),"Ball Carrier Vision(rushing)","Pass Block(blocking)","Run Block(blocking)","Impact Blocking(blocking)",Catching(receiving),"Spectacular Catch(receiving)","Catch In Traffic(receiving)","Route Running(receiving)",Release(receiving),Tackle(tackling),"Hit Power(tackling)",Pursuit(tackling),"Play Recognition(tackling)","Power Moves(blockingShedding)","Finesse Moves(blockingShedding)","Block Shedding(blockingShedding)","Man Coverage(coverage)","Zone Coverage(coverage)",Press(coverage),"Throw Power(passing)","Throw Accuracy(passing)","Kick Power(kicking)","Kick Accuracy(kicking)","School 1","School 2","School 3","School 4","School 5","School 6","School 7","School 8","School 9","School 10"
"Paul Fisher",1,"10 Schools Remaining","6'4""",T,"312 lbs",2183,"Union City",D,B,D,B,D,,D,B,,,,,,,,,D,D,D,,,,,,,,,,,,,,,,,,,,UMass,Virginia,Temple,,,,,,,
"Ryan Hale",1,"10 Schools Remaining","5'9""",HB,"200 lbs",2184,Bristol,B,D,C,C,D,,C,B,D,D,D,D,D,B,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,Temple,"Kent State",Memphis,,,,,,,
"Phillip Stevens",1,"10 Schools Remaining","6'3""",QB,"217 lbs",2185,Florence,D,D,D,D,D,,D,B,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,D,D,,,Wyoming,,,,,,,,,
"Lawrence Kent",1,"10 Schools Remaining","6'1""",MLB,"238 lbs",2186,"De Ridder",C,D,D,B,D,,C,B,,,,,,,,,,,,,,,,,D,D,D,D,D,C,D,D,D,D,,,,,"UL Lafayette","North Texas",Memphis,,,,,,,
"Jon Doucette",1,"10 Schools Remaining","6'1""",C,"278 lbs",2187,Purcell,D,C,D,B,D,,D,D,,,,,,,,,D,D,D,,,,,,,,,,,,,,,,,,,,Troy,,Temple,"Western Kentucky",UMass,USF,,,,
"Brett Campbell",1,"10 Schools Remaining","6'2""",DT,"298 lbs",2188,Brevard,D,D,D,D,D,,D,C,,,,,,,,,,,,,,,,,D,D,D,D,D,D,C,,,,,,,,Duke,UAB,"Western Michigan",Memphis,,,,,,
"Jeff Lawrence",1,"10 Schools Remaining","6'1""",HB,"204 lbs",2189,Somerset,B,D,D,B,C,,C,B,D,D,B,D,B,D,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,UMass,Temple,Memphis,,,,,,,
"Corey Reyes",1,"10 Schools Remaining","5'9""",CB,"169 lbs",2190,Calgary,C,D,B,A,C,,D,C,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,D,D,D,,,,,Memphis,"Boise State",,,,,,,,
"Andy Harris",1,"10 Schools Remaining","6'1""",DT,"276 lbs",2191,Spartanburg,D,D,D,D,D,,B,C,,,,,,,,,,,,,,,,,D,D,D,D,D,C,D,,,,,,,,UAB,"Western Michigan",,,,,,,,
"Carl Lowe",1,"5 Schools Remaining","6'4""",G,"272 lbs",2192,Cockeysville,D,C,D,B,D,,D,C,,,,,,,,,D,D,D,,,,,,,,,,,,,,,,,,,,Navy,Marshall,,,,,,,,
"Freddie Jacobs",1,"10 Schools Remaining","6'1""",OLB,"184 lbs",2193,Hutchinson,D,D,D,D,D,,B,C,,,,,,,,,,,,,,,,,D,C,D,D,D,D,D,D,D,D,,,,,Kansas,,,,,,,,,
"Lance Sherman",1,"10 Schools Remaining","6'3""",C,"261 lbs",2194,"Meadow Lakes",C,C,C,C,D,,C,C,,,,,,,,,D,D,C,,,,,,,,,,,,,,,,,,,,"Oregon State","Western Kentucky",UMass,Hawai'i,,,,,,
"Cory Holley",1,"10 Schools Remaining","6'0""",WR,"179 lbs",2195,Gooding,B,D,D,D,A,,B,B,D,D,D,D,D,D,B,C,,,,D,D,D,D,D,,,,,,,,,,,,,,,BYU,Idaho,"Eastern Michigan","Central Michigan","Western Michigan",UMass,"Western Kentucky",,,
"Josh Ramsey",1,"10 Schools Remaining","6'2""",DT,"272 lbs",2196,Pinardville,D,C,D,D,D,,D,D,,,,,,,,,,,,,,,,,D,D,D,C,D,D,B,,,,,,,,"Virginia Tech",Illinois,"Boston College","Western Michigan",,,,,,
"Sam Howe",1,"10 Schools Remaining","5'11""",HB,"199 lbs",2197,"Dell Rapids",A,D,B,D,C,,B,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,Iowa,,,,,,,,,
"Bryan Logan",1,"10 Schools Remaining","6'3""",SS,"200 lbs",2198,"North Springfield",C,D,D,A,B,,D,A,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,D,D,C,,,,,Temple,,"Ball State",,,,,,,
"Joe Lucas",1,"10 Schools Remaining","6'6""",DE,"256 lbs",2199,Morrisville,D,C,D,B,D,,C,B,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,,,,,,,,Buffalo,Toledo,,,,,,,,
"Jason Meeks",1,"10 Schools Remaining","6'1""",DT,"259 lbs",2200,Buhl,D,B,D,D,D,,D,D,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,,,,,,,,Idaho,Washington,,,,,,,,
"David McNeal",1,"10 Schools Remaining","6'3""",T,"293 lbs",2201,Washington,D,D,D,C,D,,D,C,,,,,,,,,D,D,D,,,,,,,,,,,,,,,,,,,,Ohio,Kansas,"New Mexico",,,,,,,
"James Roberts",1,"5 Schools Remaining","6'0""",CB,"194 lbs",2202,Copiague,C,D,C,B,B,,B,B,,,,,,,,,,,,,,,,,D,D,C,D,D,D,D,D,C,D,,,,,Army,Buffalo,Memphis,,,,,,,
"Ron Alford",1,"10 Schools Remaining","6'4""",T,"288 lbs",2203,"Clear Lake",D,D,D,C,D,,D,C,,,,,,,,,D,C,D,,,,,,,,,,,,,,,,,,,,Iowa,,,,,,,,,
"Steve Smith",1,"10 Schools Remaining","6'2""",TE,"222 lbs",2204,Sunrise,C,C,C,D,D,,C,C,D,D,D,B,B,D,D,C,D,D,D,C,C,C,C,B,,,,,,,,,,,,,,,"Central Michigan","Texas Tech",UCF,"Kent State",Minnesota,"Bowling Green",UAB,USF,"Florida Atlantic",
"Mark Mitchell",1,"10 Schools Remaining","6'7""",G,"292 lbs",2205,"East Bradenton",D,C,D,B,D,,D,C,,,,,,,,,D,D,D,,,,,,,,,,,,,,,,,,,,"Central Michigan",Minnesota,"Western Kentucky","Western Michigan","Bowling Green",Tulane,"North Texas",UAB,"Florida Atlantic","Kent State"
"Kurt Prater",1,"10 Schools Remaining","6'2""",OLB,"238 lbs",2206,Beaumont,C,C,C,C,D,,C,B,,,,,,,,,,,,,,,,,C,D,C,D,D,D,C,C,D,D,,,,,"Texas Tech","New Mexico","North Texas",Kansas,"Utah State",,,,,
"Dustin Riggs",1,"10 Schools Remaining","6'1""",CB,"190 lbs",2207,Apopka,B,D,C,A,C,,B,C,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,D,D,D,,,,,"Bowling Green","Central Michigan","Florida Atlantic",Minnesota,"Ole Miss","Mid Tenn State","Kent State","North Texas","San Jose State",Memphis
"Matt Wilson",1,"10 Schools Remaining","6'5""",G,"296 lbs",2208,Canyon,D,D,D,C,D,,C,A,,,,,,,,,C,D,D,,,,,,,,,,,,,,,,,,,,Rice,"New Mexico","Utah State","New Mexico State",Minnesota,"North Texas","Texas State",,,
"Dan Chavis",1,"10 Schools Remaining","6'7""",T,"285 lbs",2209,Sacramento,D,C,D,C,D,,C,B,,,,,,,,,D,D,D,,,,,,,,,,,,,,,,,,,,Nevada,"San Jose State",Idaho,"Utah State","Washington State",Kansas,"New Mexico State","New Mexico",,
"Michael Thomas",1,"10 Schools Remaining","6'3""",QB,"220 lbs",2210,Dallas,D,D,C,C,C,,C,C,C,D,B,D,C,C,D,D,,,,,,,,,,,,,,,,,,,B,C,,,Tulane,Rice,Colorado,Minnesota,"New Mexico State","Utah State",Kansas,"North Texas",,
"Tim Berg",1,"10 Schools Remaining","6'7""",T,"283 lbs",2211,Lewisville,D,B,D,B,D,,D,C,,,,,,,,,D,D,C,,,,,,,,,,,,,,,,,,,,Minnesota,"Texas Tech",SMU,Rice,"Utah State","New Mexico","New Mexico State","North Texas",,
"Marvin Pearson",1,"5 Schools Remaining","5'11""",WR,"192 lbs",2212,"Rohnert Park",C,D,C,D,C,,C,C,D,D,D,D,D,D,B,D,,,,D,D,D,D,D,,,,,,,,,,,,,,,"San Jose State",Kansas,"Washington State","Central Michigan","New Mexico","New Mexico State","Utah State",UMass,"Texas State",Idaho
"Doug Jordan",1,"10 Schools Remaining","6'2""",QB,"199 lbs",2213,Canyon,B,D,D,D,D,,B,C,C,D,C,D,D,D,D,D,,,,,,,,,,,,,,,,,,,C,D,,,Colorado,Minnesota,"New Mexico State","Utah State",Kansas,"North Texas",,,,
"Dwayne Weddle",1,"10 Schools Remaining","6'3""",K,"180 lbs",2214,Tampa,D,D,D,D,D,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,Kansas,"Western Michigan",FIU,"Mid Tenn State",Duke,"Georgia Tech","Texas State",,,
"Mike Hill",1,"10 Schools Remaining","5'11""",HB,"171 lbs",2215,Hanford,C,D,D,B,B,,C,C,D,D,B,D,B,B,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,Idaho,"Utah State",,"San Jose State","Washington State",Kansas,"Texas State",,,
"Dane Newton",1,"10 Schools Remaining","5'11""",HB,"196 lbs",2216,Easton,D,D,D,C,C,,D,B,D,C,D,C,C,C,C,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,Temple,"Kent State",,,,,,,,
"Quincy Jones",1,"10 Schools Remaining","6'4""",DT,"300 lbs",2217,"Pauls Valley",D,C,D,D,D,,D,B,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,,,,,,,,Kansas,,,,,,,,,
"David Bradford",1,"10 Schools Remaining","6'4""",OLB,"234 lbs",2218,Nacogdoches,B,C,D,C,C,,C,B,,,,,,,,,,,,,,,,,C,D,D,B,C,D,D,D,D,C,,,,,"New Mexico","Utah State","Southern Miss","North Texas","Oklahoma State","Texas A&M",Nevada,,,
"James Bryant",1,"10 Schools Remaining","6'1""",SS,"203 lbs",2219,Orangeburg,B,D,B,C,B,,B,C,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,D,D,D,,,,,"Wake Forest",,,,,,,,,
"Kenny Davis",1,"10 Schools Remaining","6'3""",MLB,"229 lbs",2220,Riverview,D,D,D,B,C,,C,B,,,,,,,,,,,,,,,,,D,D,D,D,D,C,D,D,D,D,,,,,"Miami University","Western Michigan","Central Michigan",,,,,,,
"Ryan Parrish",1,"10 Schools Remaining","6'0""",OLB,"226 lbs",2221,"Belle Chasse",D,D,C,C,C,,B,C,,,,,,,,,,,,,,,,,D,D,D,D,D,D,C,D,C,D,,,,,"North Texas",Memphis,UTSA,,,,,,,
"Kevin Walker",1,"10 Schools Remaining","6'2""",HB,"192 lbs",2222,Hesperia,B,D,C,C,C,,C,C,D,D,C,D,B,B,C,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,"Fresno State","Washington State",Hawai'i,"San Diego State",Idaho,"Utah State",Kansas,"San Jose State","Texas State",
"Daniel Mathis",1,"10 Schools Remaining","5'11""",CB,"195 lbs",2223,Marathon,C,D,B,C,C,,C,C,,,,,,,,,,,,,,,,,D,C,D,D,D,D,D,C,D,B,,,,,"Ole Miss",Minnesota,"Central Michigan","Bowling Green","Florida Atlantic","Mid Tenn State","North Texas","Kent State",,
"Brandon Tyson",1,"10 Schools Remaining","6'2""",WR,"183 lbs",2224,"Cut Off",C,D,C,D,D,,C,C,C,D,D,D,D,D,B,D,,,,D,D,D,D,D,,,,,,,,,,,,,,,Tulane,"Louisiana Tech","North Texas",Memphis,"Central Michigan","Western Kentucky","Western Michigan",UMass,,
"Gabe Williams",1,"10 Schools Remaining","6'2""",OLB,"188 lbs",2225,"San Francisco",D,D,D,C,D,,D,C,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,D,D,D,,,,,"Washington State",,"San Jose State","New Mexico",Idaho,,,,,
"Jordan Blanco",1,"10 Schools Remaining","6'1""",HB,"222 lbs",2226,"Greenwood Vlg",B,D,D,D,C,,C,B,D,D,D,C,D,B,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,BYU,,,,,,,,,
"Dedrick Sims",1,"10 Schools Remaining","6'1""",CB,"179 lbs",2227,Sapulpa,B,D,D,C,C,,D,B,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,D,D,D,,,,,Tulsa,,,,,,,,,
"Jason Clark",1,"10 Schools Remaining","5'11""",CB,"166 lbs",2228,"Ran Palos Verdes",B,D,B,B,C,,C,B,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,D,D,D,,,,,"New Mexico",,"San Jose State","Washington State",Kansas,"New Mexico State",Idaho,"Texas State","Utah State",
"Kyle Hart",1,"10 Schools Remaining","6'7""",G,"320 lbs",2229,Mandeville,D,D,D,D,D,,D,B,,,,,,,,,D,D,D,,,,,,,,,,,,,,,,,,,,Memphis,"UL Lafayette","North Texas",,,,,,,
"Tyler Scales",1,"10 Schools Remaining","6'1""",SS,"194 lbs",2230,"Park City",B,D,B,A,C,,B,B,,,,,,,,,,,,,,,,,D,D,C,D,D,D,D,D,D,D,,,,,BYU,"Boise State",,,,,,,,
"Billy Sanders",1,"10 Schools Remaining","6'4""",T,"302 lbs",2231,"Balch Springs",D,C,C,B,D,,C,B,,,,,,,,,D,D,C,,,,,,,,,,,,,,,,,,,,UTEP,Kansas,Minnesota,"New Mexico","New Mexico State",Tulane,"North Texas",,,
"Scott Woods",1,"10 Schools Remaining","5'10""",CB,"171 lbs",2232,"Norton Shores",A,D,C,B,C,,A,B,,,,,,,,,,,,,,,,,D,D,D,C,D,D,D,D,C,D,,,,,Navy,"Bowling Green","Central Michigan","Eastern Michigan","Western Michigan",,,,,
"Pat Howe",1,"10 Schools Remaining","6'2""",DE,"244 lbs",2233,Vacaville,D,C,D,C,D,,C,B,,,,,,,,,,,,,,,,,D,C,D,D,C,C,D,,,,,,,,Idaho,,"New Mexico State",,,,,,,
"Adam Carpenter",1,"10 Schools Remaining","5'11""",FB,"230 lbs",2234,Fraser,C,D,D,C,C,,A,C,D,D,C,D,D,D,C,D,C,C,D,D,D,D,D,D,,,,,,,,,,,,,,,"Bowling Green",Northwestern,"Boston College",Ohio,,,,,,
"Brent Ridgeway",1,"10 Schools Remaining","5'10""",OLB,"223 lbs",2235,"Machesney Park",D,D,D,B,D,,D,B,,,,,,,,,,,,,,,,,D,C,D,D,D,C,D,C,C,D,,,,,"Ball State","Western Kentucky",Northwestern,"Eastern Michigan",,,"Central Michigan",,,"Western Michigan"
"Dane Benson",1,"10 Schools Remaining","6'2""",G,"271 lbs",2236,Oxford,D,D,D,C,D,,D,B,,,,,,,,,D,D,B,,,,,,,,,,,,,,,,,,,,"Miami University",Toledo,"Bowling Green",Navy,"Eastern Michigan","Kent State",Akron,,,
"Claude Harris",1,"10 Schools Remaining","6'0""",DT,"324 lbs",2237,Beaufort,D,D,D,C,D,,D,C,,,,,,,,,,,,,,,,,D,C,D,C,D,D,C,,,,,,,,"South Carolina",,,,,,,,,
"Mark Willis",1,"10 Schools Remaining","6'4""",QB,"216 lbs",2238,"Bridge City",D,D,D,D,D,,C,C,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,D,D,,,Memphis,,,,,,,,,
"Matt Grant",1,"10 Schools Remaining","6'1""",HB,"179 lbs",2239,"Chula Vista",C,D,B,C,D,,C,C,D,D,C,D,C,D,D,C,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,Idaho,"San Diego State","Washington State","San Jose State",Kansas,"Texas State",,,,
"Earl Hicks",1,"10 Schools Remaining","6'4""",C,"318 lbs",2240,Wilkinsburg,D,D,D,B,D,,D,C,,,,,,,,,D,D,D,,,,,,,,,,,,,,,,,,,,Temple,Ohio,"New Mexico","Kent State",Akron,,,,,
"Lance Perry",1,"10 Schools Remaining","6'2""",WR,"175 lbs",2241,Laurinburg,C,D,D,D,C,,B,C,D,D,D,D,D,D,B,C,,,,D,D,D,D,D,,,,,,,,,,,,,,,"Western Kentucky",ECU,Memphis,,,,,,,
"Jake O'Donnell",1,"10 Schools Remaining","6'1""",QB,"228 lbs",2242,Phoenix,D,D,B,B,C,,C,B,C,D,B,D,D,B,D,C,,,,,,,,,,,,,,,,,,,D,D,,,UCLA,Arizona,,,,,,,,
"D.J. Harris",1,"10 Schools Remaining","6'1""",WR,"194 lbs",2243,"West University",D,D,D,D,C,,D,B,D,D,D,D,D,D,C,C,,,,D,D,D,D,D,,,,,,,,,,,,,,,"New Mexico State","North Texas",Tulane,Kansas,Minnesota,"Texas State","New Mexico","Western Kentucky",,
"Jason Lester",1,"10 Schools Remaining","6'3""",C,"278 lbs",2244,Albemarle,D,C,D,B,D,,D,B,,,,,,,,,D,D,D,,,,,,,,,,,,,,,,,,,,ECU,Memphis,,,,,,,,
"Jimmie Carlson",1,"10 Schools Remaining","6'3""",CB,"168 lbs",2245,"Bayonet Point",B,D,D,C,C,,C,B,,,,,,,,,,,,,,,,,D,C,C,D,D,D,D,D,D,D,,,,,Minnesota,"Central Michigan",Troy,"Mid Tenn State","North Texas",UMass,"Kent State",,,"San Jose State"
"Matt Davis",1,"10 Schools Remaining","6'2""",K,"213 lbs",2246,Walterboro,D,D,D,D,D,,C,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,Duke,"Southern Miss","Georgia Tech",ECU,Kansas,"Texas State",,,,
"Tony Setzer",1,"10 Schools Remaining","6'4""",G,"276 lbs",2247,Miami,D,D,D,B,D,,D,C,,,,,,,,,C,C,D,,,,,,,,,,,,,,,,,,,,Arizona,Tulsa,,,,,,,,
"Joe Carroll",1,"10 Schools Remaining","6'1""",DT,"257 lbs",2248,"New Hope",D,B,D,B,D,,D,C,,,,,,,,,,,,,,,,,D,D,D,D,C,D,B,,,,,,,,Memphis,"Wake Forest",,,,,,,,
"Brandon Hicks",1,"10 Schools Remaining","6'6""",QB,"223 lbs",2249,Westerville,D,D,D,C,D,,B,B,D,D,D,D,D,C,D,D,,,,,,,,,,,,,,,,,,,C,D,,,"Michigan State","Kent State","Ball State",,,,,,,
"Barry Harmon",1,"10 Schools Remaining","6'6""",T,"300 lbs",2250,Westerville,D,C,D,A,D,,C,C,,,,,,,,,D,D,D,,,,,,,,,,,,,,,,,,,,"Mid Tenn State","Western Kentucky",,Akron,USF,,,,,
"Marion Smith",1,"10 Schools Remaining","6'1""",DT,"275 lbs",2251,Maplewood,D,C,D,D,D,,D,C,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,,,,,,,,Army,Temple,UMass,,,,,,,
"Michael Blanchard",1,"10 Schools Remaining","6'3""",T,"288 lbs",2252,Jupiter,D,C,D,B,D,,D,C,,,,,,,,,D,D,D,,,,,,,,,,,,,,,,,,,,Miami,"Central Michigan","Mid Tenn State",USF,Minnesota,"Bowling Green",,UMass,"North Texas",Troy
"Orlando Miller",1,"10 Schools Remaining","6'0""",FS,"186 lbs",2253,Auburn,C,D,C,C,C,,C,C,,,,,,,,,,,,,,,,,D,D,C,D,D,D,D,C,D,D,,,,,USF,"NC State",UAB,,,,,,,
"DeShawn Harrison",1,"10 Schools Remaining","5'10""",HB,"172 lbs",2254,"North Springfield",B,D,D,D,B,,B,B,D,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,"Wake Forest",Louisville,Temple,,,,,,,
"Terrance Jacobs",1,"10 Schools Remaining","6'3""",TE,"247 lbs",2255,Gaithersburg,C,D,C,B,C,,B,C,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,"Central Michigan","Florida State","Western Michigan",,,,,,,
"Vince Utley",1,"10 Schools Remaining","6'5""",OLB,"227 lbs",2256,Helena,D,C,D,C,D,,B,B,,,,,,,,,,,,,,,,,D,D,D,D,C,D,D,D,D,D,,,,,"San Jose State",ECU,USF,UAB,,,,,,
"Terry Sykes",1,"10 Schools Remaining","6'4""",DE,"228 lbs",2257,Seneca,D,D,D,C,D,,C,C,,,,,,,,,,,,,,,,,D,D,D,D,D,D,C,,,,,,,,FIU,,,,,,,,,
"Bob Smith",1,"10 Schools Remaining","6'2""",SS,"197 lbs",2258,"Fort McClellan",B,C,C,B,B,,C,C,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,D,D,D,,,,,USF,"Florida Atlantic","San Jose State",,,,,,,
"David Thompson",1,"10 Schools Remaining","6'1""",SS,"208 lbs",2259,Tecumseh,B,D,D,B,B,,C,A,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,D,D,D,,,,,"Colorado State",,,,,,,,,
"Cameron Gaither",1,"10 Schools Remaining","5'11""",CB,"166 lbs",2260,Cerritos,B,D,A,C,A,,B,B,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,B,C,C,,,,,UCLA,"Washington State","New Mexico",Kansas,"New Mexico State","Utah State","Texas State",Idaho,,
"Maurice Collins",1,"10 Schools Remaining","6'3""",OLB,"220 lbs",2261,"Cahaba Heights",D,C,D,C,C,,C,B,,,,,,,,,,,,,,,,,C,C,C,D,D,C,B,D,D,D,,,,,FIU,"San Jose State",Vanderbilt,"Arkansas State",USF,UAB,,,,
"Reggie Ingram",1,"10 Schools Remaining","6'3""",HB,"228 lbs",2262,Knik-Fairview,C,D,C,C,C,,B,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,C,,,,,,,,,,,,,,,"Boise State",,,,,,,,,
"Shawn Tucker",1,"10 Schools Remaining","5'11""",SS,"193 lbs",2263,"South Charleston",B,D,C,B,B,,C,C,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,D,D,D,,,,,Buffalo,,,,,,,,,
"Marcus Poole",1,"10 Schools Remaining","6'3""",DE,"265 lbs",2264,"Box Elder",D,D,D,C,D,,D,C,,,,,,,,,,,,,,,,,C,B,C,C,C,D,C,,,,,,,,"Kansas State",Northwestern,,,,,,,,
"Derek Gibson",1,"10 Schools Remaining","6'0""",HB,"182 lbs",2265,Rawlins,C,D,C,C,C,,B,C,D,D,C,D,C,C,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,"Colorado State",,,,,,,,,
"Lawrence Merriman",1,"10 Schools Remaining","5'10""",HB,"173 lbs",2266,Oakes,C,C,C,B,C,,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,Minnesota,,,,,,,,,
"Nick Heath",1,"10 Schools Remaining","5'11""",MLB,"225 lbs",2267,Rochester,C,D,D,C,D,,C,B,,,,,,,,,,,,,,,,,D,D,D,D,D,D,C,D,D,D,,,,,Connecticut,,,,,,,,,
"Jordan Lee",1,"10 Schools Remaining","6'0""",HB,"217 lbs",2268,Selma,B,D,C,C,C,,B,C,D,D,C,D,B,B,D,D,D,D,D,D,D,D,D,C,,,,,,,,,,,,,,,UAB,Missouri,"Florida Atlantic",Miami,"Oklahoma State",,,,,
"Christian Small",1,"10 Schools Remaining","6'3""",DE,"243 lbs",2269,"Dock Junction",D,D,D,D,D,,C,C,,,,,,,,,,,,,,,,,D,D,C,D,D,C,D,,,,,,,,Troy,"Western Kentucky",,UAB,,,,,,
"Benjamin Cox",1,"10 Schools Remaining","6'0""",WR,"188 lbs",2270,Roswell,B,D,D,B,B,,B,B,D,D,D,D,D,D,A,D,,,,D,D,D,D,D,,,,,,,,,,,,,,,Toledo,Troy,"Florida Atlantic","Mid Tenn State",UAB,"Western Kentucky",USF,,,
"Kyle Hartman",1,"10 Schools Remaining","6'5""",T,"293 lbs",2271,"Vero Beach South",D,D,D,B,D,,C,B,,,,,,,,,D,D,D,,,,,,,,,,,,,,,,,,,,"Florida State","Bowling Green",Virginia,"Ole Miss","Central Michigan","Mid Tenn State",Tulane,UMass,USF,
"Calvin Johnson",1,"10 Schools Remaining","6'6""",G,"281 lbs",2272,Watauga,D,D,D,B,D,,D,C,,,,,,,,,D,D,C,,,,,,,,,,,,,,,,,,,,Tulsa,"Texas Tech","New Mexico State","New Mexico","Utah State",Tulane,"Texas State",,,
"Lee Cooper",1,"10 Schools Remaining","6'6""",DE,"255 lbs",2273,Greenville,D,D,D,C,D,,C,B,,,,,,,,,,,,,,,,,D,D,D,D,C,B,C,,,,,,,,Tulane,Minnesota,"UL Lafayette",,,,,,,
"Ryan Horne",1,"10 Schools Remaining","6'6""",T,"285 lbs",2274,Lockhart,D,C,D,C,D,,D,C,,,,,,,,,D,D,C,,,,,,,,,,,,,,,,,,,,Tulane,"New Mexico",,,,,,,,
"Adam McPherson",1,"10 Schools Remaining","6'3""",G,"308 lbs",2275,Placentia,D,C,D,B,D,,D,C,,,,,,,,,D,C,D,,,,,,,,,,,,,,,,,,,,"New Mexico State","New Mexico","Utah State","San Diego State",Idaho,,,,,
"Quinton Williams",1,"10 Schools Remaining","6'3""",HB,"204 lbs",2276,"Leon Valley",C,D,D,D,C,,B,B,D,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,SMU,Tulane,Kansas,Minnesota,,,,,,
"Billy Sanchez",1,"10 Schools Remaining","5'10""",WR,"196 lbs",2277,"Big Spring",A,D,C,C,C,,B,C,D,D,D,D,D,D,B,C,,,,D,D,D,D,D,,,,,,,,,,,,,,,"Texas Tech",SMU,Tulsa,"New Mexico State","North Texas",Minnesota,Tulane,,,
"Perry Harris",1,"10 Schools Remaining","6'5""",T,"282 lbs",2278,"Missouri City",D,D,D,C,D,,C,D,,,,,,,,,D,C,D,,,,,,,,,,,,,,,,,,,,UTSA,,,,,,,,,
"Ryan Harris",1,"10 Schools Remaining","6'1""",HB,"185 lbs",2279,Schertz,B,D,C,C,D,,C,C,D,D,C,D,B,B,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,SMU,Minnesota,Tulane,,,,,,,
"Kyle Maxwell",1,"10 Schools Remaining","6'3""",G,"280 lbs",2280,"Costa Mesa",D,D,C,A,D,,D,C,,,,,,,,,D,D,C,,,,,,,,,,,,,,,,,,,,"Oregon State",Idaho,,,,,,,,
"Ricky Duncan",1,"10 Schools Remaining","6'1""",QB,"210 lbs",2281,Richmond,D,D,D,D,D,,B,B,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,C,D,,,"Louisiana Tech",,,,,,,,,
"Joel Wood",1,"10 Schools Remaining","6'1""",OLB,"215 lbs",2282,Westchester,C,D,D,B,D,,C,B,,,,,,,,,,,,,,,,,D,C,D,C,D,D,C,D,D,D,,,,,"Central Michigan","Mississippi State","Mid Tenn State","Washington State",USF,"Western Kentucky","Western Michigan",UMass,"Kent State",
"Corey Lindsey",1,"10 Schools Remaining","6'3""",OLB,"226 lbs",2283,Avondale,D,D,D,C,D,,D,A,,,,,,,,,,,,,,,,,D,D,D,D,D,C,D,C,D,C,,,,,Memphis,,,,,,,,,
"Doug Christian",1,"10 Schools Remaining","6'2""",SS,"206 lbs",2284,"San Rafael",C,D,C,B,B,,D,B,,,,,,,,,,,,,,,,,D,D,D,D,D,D,D,D,D,D,,,,,Idaho,"Washington State",UCLA,"San Jose State",,,,,,
"Andy Whitehead",1,"10 Schools Remaining","6'5""",G,"302 lbs",2285,"Texas City",D,D,D,C,D,,D,B,,,,,,,,,D,D,D,,,,,,,,,,,,,,,,,,,,"Texas Tech","New Mexico",,,,,,,,
